occurrenceid,type,modified,language,license,rightsholder,accessrights,datasetid,institutioncode,datasetname,ownerinstitutioncode,basisofrecord,informationwithheld,dynamicproperties,sex,lifestage,organismid,organismname,samplingprotocol,samplingeffort,eventdate,minimumelevationinmeters,minimumdistanceabovesurfaceinmeters,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,scientificname,kingdom,phylum,class,_order,family,genus,specificepithet,taxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode
586:20130518083948,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1210}",2013-05-18T08:39:48Z,0,0,51.2788791,3.5956151,WGS84,6,2013-05-18T08:39:48Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518085949,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1201}",2013-05-18T08:59:49Z,0,-3,51.2788716,3.5956441,WGS84,9,2013-05-18T08:59:49Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518092005,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1216}",2013-05-18T09:20:05Z,0,-6,51.2788702,3.5956231,WGS84,7,2013-05-18T09:20:05Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518094006,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1201}",2013-05-18T09:40:06Z,0,13,51.2788699,3.5956882,WGS84,13,2013-05-18T09:40:06Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518100006,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1200}",2013-05-18T10:00:06Z,0,-12,51.2788755,3.5955797,WGS84,18,2013-05-18T10:00:06Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518102033,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1227}",2013-05-18T10:20:33Z,0,-19,51.2788758,3.5955044,WGS84,23,2013-05-18T10:20:33Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518104127,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1254}",2013-05-18T10:41:27Z,0,-2,51.2788851,3.5955927,WGS84,21,2013-05-18T10:41:27Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518110143,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1216}",2013-05-18T11:01:43Z,0,-5,51.2789091,3.5955006,WGS84,24,2013-05-18T11:01:43Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518112205,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1222}",2013-05-18T11:22:05Z,0,1,51.2788591,3.5956434,WGS84,8,2013-05-18T11:22:05Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518114245,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1240}",2013-05-18T11:42:45Z,0,-2,51.2800496,3.5967835,WGS84,7,2013-05-18T11:42:45Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518120246,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1201}",2013-05-18T12:02:46Z,0,0,51.2788494,3.5956447,WGS84,8,2013-05-18T12:02:46Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518122249,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1203}",2013-05-18T12:22:49Z,0,-20,51.2787939,3.5956058,WGS84,16,2013-05-18T12:22:49Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518124315,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1226}",2013-05-18T12:43:15Z,0,-21,51.2787701,3.5956006,WGS84,16,2013-05-18T12:43:15Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518130322,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1207}",2013-05-18T13:03:22Z,0,-10,51.2788176,3.5956378,WGS84,20,2013-05-18T13:03:22Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518132335,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1213}",2013-05-18T13:23:35Z,0,17,51.2790413,3.5958881,WGS84,17,2013-05-18T13:23:35Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518134337,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1202}",2013-05-18T13:43:37Z,0,14,51.2788176,3.5971432,WGS84,23,2013-05-18T13:43:37Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518140456,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1279}",2013-05-18T14:04:56Z,0,1,51.2788713,3.5956773,WGS84,14,2013-05-18T14:04:56Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518142453,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1197}",2013-05-18T14:24:53Z,0,-7,51.278898,3.5957039,WGS84,12,2013-05-18T14:24:53Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518144453,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1200}",2013-05-18T14:44:53Z,0,-5,51.2797544,3.5947789,WGS84,14,2013-05-18T14:44:53Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518150510,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1217}",2013-05-18T15:05:10Z,0,-15,51.278969,3.5957419,WGS84,24,2013-05-18T15:05:10Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518152519,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1209}",2013-05-18T15:25:19Z,0,-5,51.2788287,3.5956724,WGS84,12,2013-05-18T15:25:19Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518154608,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1249}",2013-05-18T15:46:08Z,0,-2,51.2788223,3.5956585,WGS84,21,2013-05-18T15:46:08Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518160625,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1217}",2013-05-18T16:06:25Z,0,-121,51.2793089,3.595292,WGS84,30,2013-05-18T16:06:25Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518162712,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1247}",2013-05-18T16:27:12Z,0,4,51.2787804,3.5956775,WGS84,45,2013-05-18T16:27:12Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518164738,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1226}",2013-05-18T16:47:38Z,0,-3,51.2788651,3.5956485,WGS84,8,2013-05-18T16:47:38Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518170732,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1194}",2013-05-18T17:07:32Z,0,-4,51.2788546,3.5956348,WGS84,9,2013-05-18T17:07:32Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518172749,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1217}",2013-05-18T17:27:49Z,0,-11,51.2788734,3.595579,WGS84,12,2013-05-18T17:27:49Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518174749,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1200}",2013-05-18T17:47:49Z,0,-3,51.281461,3.5919423,WGS84,9,2013-05-18T17:47:49Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518180820,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1231}",2013-05-18T18:08:20Z,0,-5,51.2788333,3.5956408,WGS84,16,2013-05-18T18:08:20Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518182836,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1216}",2013-05-18T18:28:36Z,0,-33,51.2789448,3.5956053,WGS84,12,2013-05-18T18:28:36Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518184926,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":1250}",2013-05-18T18:49:26Z,0,-28,51.2787588,3.595795,WGS84,16,2013-05-18T18:49:26Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518194956,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":3630}",2013-05-18T19:49:56Z,0,0,51.2788636,3.5956534,WGS84,11,2013-05-18T19:49:56Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518205026,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":3630}",2013-05-18T20:50:26Z,0,-3,51.2788019,3.5956271,WGS84,15,2013-05-18T20:50:26Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
586:20130518215102,Event,2015-04-29T09:34:49Z,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,http://dataset.inbo.be/bird-tracking-wmh-occurrences,INBO,Bird tracking - GPS tracking of Western Marsh Harriers breeding near the Belgium-Netherlands border,INBO,MachineObservation,see metadata,"{""device_info_serial"":586}",female,adult,H173481,Mia,doi:10.1007/s10336-012-0908-1,"{""secondsSinceLastOccurrence"":3636}",2013-05-18T21:51:02Z,0,3,51.2788871,3.5956287,WGS84,9,2013-05-18T21:51:02Z,doi:10.1080/13658810412331280211,GPS,unverified,Circus aeruginosus,Animalia,Chordata,Aves,Falconiformes,Accipitridae,Circus,aeruginosus,species,"(Linnaeus, 1758)",Western Marsh Harrier,ICZN
