District,Rivier,Zone,Vegtype1,Vegtype2,Vegtype3,Beheer,Sloot,Opmerking,Lengte
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,101.52233405400
1,Boven-Zeeschelde1,KR,7,0,0,,0,,380.36980102200
1,Boven-Zeeschelde1,R,7,0,0,,0,,370.80188147700
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,102.48335509100
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,102.37404815700
2,Beneden-Zeeschelde,KL,7,0,0,Maaibeheer,0,,302.45181248700
2,Beneden-Zeeschelde,L,7,0,0,Maaibeheer,0,,170.07307666400
1,Boven-Zeeschelde1,R,7,0,0,,0,,306.25647185100
1,Boven-Zeeschelde1,KR,7,0,0,,0,,188.17723683600
1,Boven-Zeeschelde1,R,7,0,0,,0,,60.94838152680
2,Rupel,R,7,0,0,Maaibeheer,0,,537.60150470500
2,Beneden-Zeeschelde,KR,7,0,0,Maaibeheer,0,,114.66717966800
2,Beneden-Zeeschelde,R,7,0,0,Maaibeheer,0,,205.93456610200
1,Boven-Zeeschelde1,T,7,0,0,,0,,11.77515212420
1,Boven-Zeeschelde1,T,7,0,0,,0,,27.58378559600
1,Boven-Zeeschelde1,T,7,0,0,,0,,60.30453973420
1,Boven-Zeeschelde1,T,7,0,0,,0,,30.52396486950
1,Boven-Zeeschelde1,T,7,0,0,,0,gemaaide gracht,55.10488051780
1,Boven-Zeeschelde1,T,7,0,0,,0,,36.64884191410
2,Beneden-Zeeschelde,T,7,0,0,,0,,211.61117709100
2,Beneden-Zeeschelde,T,7,0,0,,0,,63.62829933380
2,Beneden-Zeeschelde,T,7,0,0,Maaibeheer,0,,58.95325626430
2,Beneden-Zeeschelde,T,7,0,0,Maaibeheer,0,,28.97211105840
2,Beneden-Zeeschelde,T,7,0,0,,0,,36.29942227120
2,Beneden-Zeeschelde,T,7,0,0,,0,,48.19167142120
2,Beneden-Zeeschelde,T,7,0,0,Maaibeheer,0,,169.82109365300
2,Rupel,T,7,0,0,,0,,36.75398432940
2,Rupel,T,7,0,0,,0,,106.16226625100
2,Rupel,T,7,0,0,,0,,234.06568888500
2,Rupel,T,7,0,0,,0,,31.36119078990
2,Rupel,T,7,0,0,,0,,20.30800157330
1,Boven-Zeeschelde1,T,7,0,0,Maaibeheer,0,,38.16601969560
1,Boven-Zeeschelde1,T,7,0,0,Maaibeheer,0,,53.77890581280
1,Durme,T,7,0,0,,0,,35.86510730210
1,Boven-Zeeschelde1,T,7,0,0,,0,,41.65501202310
1,Boven-Zeeschelde1,T,2,7,6,Maaibeheer,0,"7: gemaaid, + groot hoefblad",127.38102405100
1,Boven-Zeeschelde1,T,2,7,6,Maaibeheer,0,"7: gemaaid, + groot hoefblad",18.23583089080
1,Boven-Zeeschelde1,T,7,0,0,Maaibeheer,0,,16.08885756650
1,Boven-Zeeschelde1,T,7,0,0,,0,,10.67053788320
1,Boven-Zeeschelde1,T,7,0,0,Maaibeheer,0,,159.86679922100
1,Boven-Zeeschelde1,T,7,0,0,Maaibeheer,0,,75.87339055810
1,Boven-Zeeschelde1,T,7,0,0,Maaibeheer,0,,50.75829852610
1,Boven-Zeeschelde1,L,7,0,0,,0,,12.97549946340
1,Boven-Zeeschelde1,L,7,0,0,,0,,11.70459281520
1,Boven-Zeeschelde1,L,7,0,0,,0,,29.56822353000
1,Boven-Zeeschelde1,L,7,0,0,,0,,58.49503170360
1,Boven-Zeeschelde1,L,7,0,0,,0,,36.93148892980
1,Boven-Zeeschelde1,L,3,7,0,,0,gemaaid -> Fallopia,73.78398337260
1,Boven-Zeeschelde1,L,7,0,0,,0,,36.89755080400
1,Boven-Zeeschelde1,L,2,7,6,Maaibeheer,0,,127.56209846300
1,Boven-Zeeschelde1,L,2,7,6,Maaibeheer,0,,18.70680158630
1,Boven-Zeeschelde1,L,7,0,0,,0,,14.49611131240
1,Boven-Zeeschelde1,L,7,0,0,,0,,62.48373171540
2,Beneden-Zeeschelde,L,7,0,0,,0,,211.24476134700
2,Beneden-Zeeschelde,L,7,0,0,,0,,63.57398457840
2,Beneden-Zeeschelde,L,7,0,0,,0,,100.84180539900
2,Beneden-Zeeschelde,L,7,0,0,Maaibeheer,0,,28.70086033980
2,Beneden-Zeeschelde,L,7,0,0,Maaibeheer,0,,59.90956146530
2,Beneden-Zeeschelde,L,7,0,0,,0,,35.68073016080
2,Beneden-Zeeschelde,L,7,0,0,,0,,47.56952302080
2,Beneden-Zeeschelde,L,7,0,0,,0,,28.76681130800
2,Rupel,L,7,0,0,,0,,38.28123079020
2,Rupel,L,7,0,0,,0,,104.63509256100
2,Rupel,L,7,0,0,,0,,233.92866078300
2,Rupel,L,7,0,0,,0,,31.58018143750
2,Boven-Zeeschelde2,L,7,0,0,,0,,19.99834926820
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,35.97323049740
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,54.07464564980
1,Durme,L,7,0,0,,0,,38.19778795970
1,Boven-Zeeschelde1,L,7,0,0,,0,,30.31347228040
1,Durme,L,7,0,0,,0,,46.36785040680
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,13.28979231630
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,99.33778520750
1,Boven-Zeeschelde1,L,7,0,0,,0,,77.00569327440
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,162.52072268200
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,43.49134394850
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,79.60105840150
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,54.53739737940
1,Boven-Zeeschelde1,L,7,0,0,Maaibeheer,0,,52.17766308150
1,Boven-Zeeschelde1,KL,7,0,0,,0,,77.63798281840
1,Boven-Zeeschelde1,KL,7,0,0,,0,,9.81670460590
1,Boven-Zeeschelde1,KL,7,0,0,,0,,70.34774340840
1,Boven-Zeeschelde1,KL,7,0,0,,0,,29.06798980590
1,Boven-Zeeschelde1,KL,7,0,0,,0,,59.53224395840
1,Boven-Zeeschelde1,KL,7,0,0,,0,,14.67309076970
1,Boven-Zeeschelde1,KL,7,0,0,,0,,62.73757744690
2,Beneden-Zeeschelde,KL,7,0,0,,0,,209.56267877500
2,Beneden-Zeeschelde,KL,7,0,0,,0,,101.93731907400
2,Beneden-Zeeschelde,KL,7,0,0,Maaibeheer,0,,155.84386723600
2,Beneden-Zeeschelde,KL,7,0,0,Maaibeheer,0,,58.75241305220
2,Beneden-Zeeschelde,KL,7,0,0,Maaibeheer,0,,276.85874353800
2,Beneden-Zeeschelde,KL,7,0,0,,0,,35.33976471290
2,Beneden-Zeeschelde,KL,7,0,0,Maaibeheer,0,,30.13539365370
2,Beneden-Zeeschelde,KL,7,0,0,,0,,52.16049703590
2,Beneden-Zeeschelde,KL,7,0,0,Maaibeheer,0,,57.73187549000
2,Beneden-Zeeschelde,KL,7,0,0,Maaibeheer,0,,170.02815411700
2,Rupel,KL,7,0,0,,0,,38.34862751770
2,Rupel,KL,7,0,0,,0,,103.04934993600
2,Rupel,KL,7,0,0,,0,,235.33746496500
2,Rupel,KL,7,0,0,,0,,31.94501282670
2,Boven-Zeeschelde2,KL,7,0,0,,0,,19.71485333800
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,52.67988881090
1,Boven-Zeeschelde1,KL,7,0,0,,0,,30.10405572840
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,120.26023655100
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,11.40058301960
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,100.71584806600
1,Boven-Zeeschelde1,KL,7,0,0,,0,,13.12014173970
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,165.25424914000
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,40.45400046300
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,79.61623964020
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,49.96006936270
1,Boven-Zeeschelde1,KL,7,0,0,Maaibeheer,0,,53.15184715360
1,Boven-Zeeschelde1,KL,7,0,0,,0,,17.80207607960
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,144.23592953800
1,Boven-Zeeschelde1,KR,7,0,0,,0,,69.36822829930
1,Boven-Zeeschelde1,KR,7,9,0,,0,,25.23402823310
1,Boven-Zeeschelde1,KR,7,0,0,,0,,59.94515058290
1,Boven-Zeeschelde1,KR,7,0,0,,0,,29.04883448550
1,Boven-Zeeschelde1,KR,7,0,0,,0,,17.87129537380
1,Boven-Zeeschelde1,KR,7,0,0,,0,,32.30932806200
1,Boven-Zeeschelde1,KR,7,0,0,,0,,18.55506170720
1,Boven-Zeeschelde1,KR,7,0,0,,0,,17.93443304920
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,73.76933656920
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,22.45941733770
1,Boven-Zeeschelde1,KR,7,0,0,,0,,49.94819953480
1,Boven-Zeeschelde1,KR,7,0,0,,0,,59.04345627610
1,Boven-Zeeschelde1,KR,7,0,0,,0,,90.89232292720
1,Boven-Zeeschelde1,KR,7,0,0,,0,,61.71232214640
2,Boven-Zeeschelde2,KR,7,0,0,,0,,45.90313205220
2,Rupel,KR,7,0,0,,0,,90.15038691130
1,Boven-Zeeschelde1,KR,7,0,0,,0,,55.85055921140
1,Boven-Zeeschelde1,KR,7,0,0,,0,,33.53875578040
1,Boven-Zeeschelde1,KR,7,0,0,,0,,14.81396959000
1,Boven-Zeeschelde1,KR,7,0,0,,0,,42.85518831520
1,Boven-Zeeschelde1,KR,7,0,0,,0,,64.89327275610
1,Durme,KR,7,0,0,Maaibeheer,0,,18.85517290350
1,Durme,KR,7,0,0,Maaibeheer,0,,13.48429916950
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,103.64452259400
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,20.31838337530
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,172.41316945400
1,Boven-Zeeschelde1,KR,7,0,0,,0,,120.14615487900
1,Boven-Zeeschelde1,KR,7,0,0,,0,,20.20795322670
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,164.36344489000
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,65.11086244180
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,79.32770156320
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,52.70937992800
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,96.62023539760
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,25.48663343200
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,35.08060225260
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,28.37154980940
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,15.81554841110
1,Boven-Zeeschelde1,KR,7,0,0,Maaibeheer,0,,52.37509552340
1,Boven-Zeeschelde1,KR,7,0,0,,0,,18.11238228700
1,Boven-Zeeschelde1,R,7,0,0,,0,,68.34235814000
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,enkele L.,21.80066523230
1,Boven-Zeeschelde1,R,7,9,0,,0,,27.18551773780
1,Boven-Zeeschelde1,R,7,0,0,,0,,60.05684147220
1,Boven-Zeeschelde1,R,7,0,0,,0,,10.75832964150
1,Boven-Zeeschelde1,R,7,0,0,,0,,17.04864003320
1,Boven-Zeeschelde1,R,2,7,0,Maaibeheer,0,"7: gemaaid, + Salix",252.49638921600
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,7: gemaaid,40.10386772800
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,65.24332756110
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,44.61971552640
1,Boven-Zeeschelde1,R,7,0,0,,0,,85.34458657480
1,Boven-Zeeschelde1,R,7,0,0,,0,,20.64584791550
1,Boven-Zeeschelde1,R,7,0,0,,0,Paardenweide,41.46165657610
1,Boven-Zeeschelde1,R,7,0,0,,0,,19.62850594380
1,Boven-Zeeschelde1,R,7,0,0,,0,,17.41434399080
1,Boven-Zeeschelde1,R,7,0,0,,0,,33.66712563860
1,Boven-Zeeschelde1,R,7,0,0,,0,,14.08810510450
1,Boven-Zeeschelde1,R,7,0,0,,0,,15.21671722440
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,79.47556654100
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,7.90290203736
1,Boven-Zeeschelde1,R,7,0,0,,0,,50.41908814440
1,Boven-Zeeschelde1,R,7,0,0,,0,,50.66552862470
1,Boven-Zeeschelde1,R,7,0,0,,0,,63.85576295550
1,Boven-Zeeschelde1,R,7,0,0,,0,,20.62708945380
1,Boven-Zeeschelde1,R,7,0,0,,0,,93.91862805470
2,Boven-Zeeschelde2,R,7,0,0,,0,,43.94339789420
2,Rupel,R,7,0,0,Maaibeheer,0,,87.92453807300
2,Boven-Zeeschelde2,R,7,0,0,,0,,19.35000262520
1,Boven-Zeeschelde1,R,7,0,0,,0,,31.49485271540
1,Boven-Zeeschelde1,R,7,0,0,,0,,10.92196430900
1,Boven-Zeeschelde1,R,7,0,0,,0,,55.01770064940
1,Boven-Zeeschelde1,R,7,0,0,,0,,18.82046390270
1,Boven-Zeeschelde1,R,7,0,0,,0,,40.97595925580
1,Boven-Zeeschelde1,R,7,0,0,,0,,80.87116072180
1,Boven-Zeeschelde1,R,7,0,0,,0,,77.36311521790
1,Durme,R,7,0,0,Maaibeheer,0,,19.90537912920
1,Durme,R,7,0,0,Maaibeheer,0,,17.50975907080
1,Durme,R,7,0,0,,0,,21.21125204650
1,Durme,R,7,0,0,,0,,116.52739971100
1,Boven-Zeeschelde1,R,7,0,0,,0,,115.41164282300
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,13.01634517060
1,Boven-Zeeschelde1,R,7,0,0,,0,,23.49512360560
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,85.39185467520
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,103.60247413900
1,Boven-Zeeschelde1,R,7,0,0,,0,,32.10872990880
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,17.52313931030
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,76.46513660850
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,173.06191100200
1,Boven-Zeeschelde1,R,7,0,0,,0,,180.69880801800
1,Boven-Zeeschelde1,R,7,0,0,,0,,19.65864150970
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,165.95653003000
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,66.87562924850
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,81.57493775150
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,52.29317130430
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,97.42977169520
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,25.35743907380
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,35.84769928130
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,28.24427511990
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,14.80701232740
1,Boven-Zeeschelde1,R,7,0,0,Maaibeheer,0,,54.56176320940
1,Boven-Zeeschelde1,R,7,0,0,,0,,18.63257114540
1,Boven-Zeeschelde1,R,7,0,0,,0,,21.84029940450
1,Boven-Zeeschelde1,R,7,0,0,,0,,24.57152136230
1,Boven-Zeeschelde1,KL,7,0,0,,0,3,12.33220854970
1,Boven-Zeeschelde1,KR,7,0,0,,0,3,12.34004614050
2,Beneden-Zeeschelde,R,7,0,0,,0,,37.18458625490
2,Beneden-Zeeschelde,R,7,0,0,,0,,50.26576000980
2,Rupel,R,7,0,0,,0,,121.80260673500
2,Rupel,R,7,0,0,Maaibeheer,0,"2m gemaaid,",22.12159254800
2,Rupel,R,7,0,0,,0,,31.37451186450
2,Rupel,R,7,0,0,,0,,9.11591288630
2,Rupel,R,7,0,0,,0,,14.47794932700
2,Rupel,R,7,0,0,,0,,68.10609557860
2,Beneden-Zeeschelde,T,7,0,0,Maaibeheer,0,,23.81897972660
2,Beneden-Zeeschelde,T,7,0,0,Maaibeheer,0,,14.55948136750
2,Beneden-Zeeschelde,T,7,0,0,Maaibeheer,0,,43.73642401170
2,Beneden-Zeeschelde,T,7,0,0,Maaibeheer,0,,41.70086230520
1,Durme,L,7,0,0,Nulbeheer,0,,14.51852421830
2,Beneden-Zeeschelde,L,7,0,0,Maaibeheer,0,,22.38420913600
2,Beneden-Zeeschelde,L,7,0,0,Maaibeheer,0,,12.48372136380
2,Beneden-Zeeschelde,L,7,0,0,Maaibeheer,0,,42.82430669380
2,Beneden-Zeeschelde,L,7,0,0,Maaibeheer,0,,41.76031301040
2,Beneden-Zeeschelde,KR,7,0,0,Maaibeheer,0,,35.91512206200
2,Beneden-Zeeschelde,KR,7,0,0,Maaibeheer,0,,61.15410450570
2,Beneden-Zeeschelde,KR,8,7,0,Nulbeheer,0,met Fallopiascheuten,157.78629027700
2,Rupel,KR,7,0,0,Maaibeheer,0,,265.69777576000
2,Rupel,KR,7,0,0,Maaibeheer,0,,109.75753568600
2,Rupel,KR,7,0,0,Maaibeheer,0,,13.27747921650
2,Rupel,KR,7,0,0,Maaibeheer,0,,37.38625693180
2,Rupel,KR,7,0,0,Maaibeheer,0,,38.14861578430
2,Rupel,KR,7,0,0,Maaibeheer,0,,17.86955052730
2,Rupel,KR,7,0,0,Maaibeheer,0,,31.83829561610
2,Rupel,KR,7,0,0,Maaibeheer,0,,43.19127845530
2,Rupel,KR,7,0,0,Maaibeheer,0,,33.52625928240
2,Rupel,KR,7,0,0,Maaibeheer,0,,80.66992633030
2,Beneden-Zeeschelde,R,7,0,0,Nulbeheer,0,,11.58166982740
2,Beneden-Zeeschelde,R,7,0,0,Maaibeheer,0,,36.68598327120
2,Beneden-Zeeschelde,R,8,7,0,Andere,0,"met kleine stukken Fallopia, gefreesd?",207.81541364200
2,Beneden-Zeeschelde,R,1,7,0,Maaibeheer,0,"met Fallopia, volledig Fallopia op breuksteen",229.49815220500
2,Beneden-Zeeschelde,R,2,7,0,Maaibeheer,0,"met Fallopia, volledig Fallopia op breuksteen",89.72378011510
2,Beneden-Zeeschelde,R,2,7,0,Maaibeheer,0,klein beetje Fallopia,319.83756883100
2,Beneden-Zeeschelde,R,7,0,0,Maaibeheer,0,ook op breuksteen vol Fallopia,102.36707042200
2,Beneden-Zeeschelde,R,2,7,0,Maaibeheer,0,met Fallopia,110.86554353500
2,Beneden-Zeeschelde,R,7,0,0,Maaibeheer,0,,117.47441174200
2,Beneden-Zeeschelde,R,7,0,0,Maaibeheer,0,,54.27362480010
2,Rupel,R,7,0,0,Maaibeheer,0,,15.91419425280
2,Rupel,R,7,0,0,Maaibeheer,0,,20.14373526950
2,Rupel,R,7,0,0,Maaibeheer,0,,75.94288499990
2,Rupel,R,7,0,0,Maaibeheer,0,,109.57760653500
2,Rupel,R,7,0,0,Maaibeheer,0,,14.34721057640
2,Rupel,R,7,0,0,Maaibeheer,0,,70.42862223450
2,Rupel,R,7,0,0,Maaibeheer,0,,37.05217665770
2,Rupel,R,7,0,0,Maaibeheer,0,,37.50844628730
2,Rupel,R,7,0,0,Maaibeheer,0,,20.38029869160
2,Rupel,R,7,0,0,Maaibeheer,0,,15.44766058930
2,Rupel,R,7,0,0,Maaibeheer,0,,29.94421300260
2,Rupel,R,7,0,0,Maaibeheer,0,,45.37582227500
2,Rupel,R,7,0,0,Maaibeheer,0,,40.92703503930
2,Rupel,R,7,0,0,Maaibeheer,0,,83.50018024170
