type;language;license;rightsHolder;accessRights;datasetID;datasetName;institutionCode;ownerInstitutionCode;eventID;parentEventID;samplingProtocol;eventDate;locationID;continent;countryCode;verbatimLocality;verbatimLatitude;verbatimLongitude;verbatimCoordinateSystem;verbatimSRS;decimalLatitude;decimalLongitude;geodeticDatum;georeferenceSources
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000378I;INBO:NBN:BFN0017900002QX4;casual observation;2014-08-29;BFN00179000003H7;Europe;BE;"Ieper - Verdronken Weide ";170907.24;46318.76;Belgian Lambert 72;Belgian Datum 1972;50.83934;2.89668;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XEB;INBO:NBN:BFN0017900002QX5;casual observation;2014-05-22;BFN00179000003FQ;Europe;BE;"Lokeren - Molsbroek ";199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002WJ1;INBO:NBN:BFN0017900002QX5;culling - shooting;2014-05-22;BFN00179000003FQ;Europe;BE;"Lokeren - Molsbroek ";199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002X61;INBO:NBN:BFN0017900002RG9;culling - shooting;2014-11-18;BFN00179000005GW;Europe;BE;"Veurne - Decantatiebekkens Suikerfabriek ";196763.0;31443.0;Belgian Lambert 72;Belgian Datum 1972;51.06886;2.67718;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002X64;INBO:NBN:BFN0017900002RG9;casual observation;2014-11-18;BFN00179000005GW;Europe;BE;"Veurne - Decantatiebekkens Suikerfabriek ";196763.0;31443.0;Belgian Lambert 72;Belgian Datum 1972;51.06886;2.67718;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XE7;INBO:NBN:BFN0017900002ROC;culling - shooting;2014-12-02;BFN00179000006SV;Europe;BE;Mechelen - Grote vijver Waterskivijver Battenbroek;194847.78;154977.15;Belgian Lambert 72;Belgian Datum 1972;51.06375;4.43975;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XE8;INBO:NBN:BFN0017900002ROC;casual observation;2014-12-02;BFN00179000006SV;Europe;BE;Mechelen - Grote vijver Waterskivijver Battenbroek;194847.78;154977.15;Belgian Lambert 72;Belgian Datum 1972;51.06375;4.43975;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XEA;INBO:NBN:BFN0017900002ROD;casual observation;2014-09-19;BFN00179000005GT;Europe;BE;"Stuivekenskerke - Viconiakleiputten ";196982.0;42344.0;Belgian Lambert 72;Belgian Datum 1972;51.07296;2.83261;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XE9;INBO:NBN:BFN0017900002ROD;culling - shooting;2014-09-19;BFN00179000005GT;Europe;BE;"Stuivekenskerke - Viconiakleiputten ";196982.0;42344.0;Belgian Lambert 72;Belgian Datum 1972;51.07296;2.83261;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFE;INBO:NBN:BFN0017900002ROL;casual observation;2014-12-15;BFN00179000003HB;Europe;BE;"Beveren - Verrebroekse Plassen ";216831.18;138976.84;Belgian Lambert 72;Belgian Datum 1972;51.26127;4.21084;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFF;INBO:NBN:BFN0017900002ROL;culling - shooting;2014-12-15;BFN00179000003HB;Europe;BE;"Beveren - Verrebroekse Plassen ";216831.18;138976.84;Belgian Lambert 72;Belgian Datum 1972;51.26127;4.21084;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFG;INBO:NBN:BFN0017900002ROM;culling - shooting;2015-01-19;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900002XFH;INBO:NBN:BFN0017900002ROM;casual observation;2015-01-19;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000035RX;INBO:NBN:BFN0017900002ZZN;casual observation;2015-01-07;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000035RZ;INBO:NBN:BFN0017900002ZZO;casual observation;2015-06-12;BFN00179000006Q9;Europe;BE;"Bospolder - Ekerse Putten ";219275.0;151712.0;Belgian Lambert 72;Belgian Datum 1972;51.28334;4.39330;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000377R;INBO:NBN:BFN00179000031BV;casual observation;2016-01-08;INBSYS0000000068;Europe;BE;Eeklo thv Oude Weg;207490.41;92921.35;Belgian Lambert 72;Belgian Datum 1972;51.17460;3.55257;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000377P;INBO:NBN:BFN00179000031BV;culling - shooting;2016-01-08;INBSYS0000000068;Europe;BE;Eeklo thv Oude Weg;207490.41;92921.35;Belgian Lambert 72;Belgian Datum 1972;51.17460;3.55257;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900003786;INBO:NBN:BFN00179000031C6;casual observation;2016-02-05;INBSYS0000000068;Europe;BE;Eeklo Leikensweg;207169.47;93692.82;Belgian Lambert 72;Belgian Datum 1972;51.17179;3.56365;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900003788;INBO:NBN:BFN00179000031C6;Capture;2016-02-05;INBSYS0000000068;Europe;BE;Eeklo Leikensweg;207169.47;93692.82;Belgian Lambert 72;Belgian Datum 1972;51.17179;3.56365;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN001790000378U;INBO:NBN:BFN00179000031C7;casual observation;2013-05-01;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037AN;INBO:NBN:BFN00179000031DQ;casual observation;2016-04-21;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037AQ;INBO:NBN:BFN00179000031DQ;culling - shooting;2016-04-21;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037AS;INBO:NBN:BFN00179000031DR;casual observation;2016-05-12;INBSYS0000001690;Europe;BE;Snaaskerke Schorredijk;208350.609804;49318.4321827;Belgian Lambert 72;Belgian Datum 1972;51.17638;2.92896;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037AT;INBO:NBN:BFN00179000031DR;culling - shooting;2016-05-12;INBSYS0000001690;Europe;BE;Snaaskerke Schorredijk;208350.609804;49318.4321827;Belgian Lambert 72;Belgian Datum 1972;51.17638;2.92896;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037AV;INBO:NBN:BFN00179000031DT;casual observation;2016-05-13;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037AX;INBO:NBN:BFN00179000031DU;casual observation;2016-05-13;BFN00179000003FQ;Europe;BE;"Lokeren - Molsbroek ";199103.41;125188.57;Belgian Lambert 72;Belgian Datum 1972;51.10150;4.01453;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037BC;INBO:NBN:BFN00179000031E5;casual observation;2016-06-20;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037BE;INBO:NBN:BFN00179000031E6;casual observation;2016-06-01;BFN00179000003J6;Europe;BE;"Kleiputten van Heist ";224932.11;70701.73;Belgian Lambert 72;Belgian Datum 1972;51.32873;3.23106;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000037BF;INBO:NBN:BFN00179000031E6;culling - shooting;2016-06-01;BFN00179000003J6;Europe;BE;"Kleiputten van Heist ";224932.11;70701.73;Belgian Lambert 72;Belgian Datum 1972;51.32873;3.23106;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038A2;INBO:NBN:BFN00179000032CO;casual observation;2016-06-27;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038A4;INBO:NBN:BFN00179000032CP;casual observation;2016-06-27;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038A6;INBO:NBN:BFN00179000032CQ;casual observation;2016-06-27;INBSYS0000001113;Europe;BE;"Melsele ";211706.037305;144217.008065;Belgian Lambert 72;Belgian Datum 1972;51.21528;4.28599;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038A9;INBO:NBN:BFN00179000032CR;casual observation;2016-05-13;INBSYS0000001123;Europe;BE;"Kallo ";217364.097565;142734.396151;Belgian Lambert 72;Belgian Datum 1972;51.26612;4.26466;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038AB;INBO:NBN:BFN00179000032CS;casual observation;2016-05-19;INBSYS0000000125;Europe;BE;Kalmthout Stappersven;232130.15;156952.33;Belgian Lambert 72;Belgian Datum 1972;51.39884;4.46865;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038AD;INBO:NBN:BFN00179000032CT;casual observation;2016-05-19;BFN00179000005HG;Europe;BE;"Beveren - Groot Rietveld ";215392.0;144946.0;Belgian Lambert 72;Belgian Datum 1972;51.24842;4.29638;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038AG;INBO:NBN:BFN00179000032CW;casual observation;2016-08-27;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038AH;INBO:NBN:BFN00179000032CW;culling - shooting;2016-08-27;BFN00179000003DY;Europe;BE;"Beveren - Drijdijk ";217823.23;137885.09;Belgian Lambert 72;Belgian Datum 1972;51.27016;4.19517;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038AJ;INBO:NBN:BFN00179000032CX;casual observation;2016-08-27;INBSYS0000000362;Europe;BE;"P191 (Blokkersdijk) ";213682.67;148513.72;Belgian Lambert 72;Belgian Datum 1972;51.23307;4.34748;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN00179000038AK;INBO:NBN:BFN00179000032CX;culling - shooting;2016-08-27;INBSYS0000000362;Europe;BE;"P191 (Blokkersdijk) ";213682.67;148513.72;Belgian Lambert 72;Belgian Datum 1972;51.23307;4.34748;WGS84;site centroid
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900003CG9;INBO:NBN:BFN00179000036DZ;casual observation;2017-03-23;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
Event;en;http://creativecommons.org/publicdomain/zero/1.0/;INBO;http://www.inbo.be/en/norms-for-data-use;Complete with DOI;datasetName - Ruddy duck in Flanders, Belgium;INBO;INBO;INBO:NBN:BFN0017900003CGA;INBO:NBN:BFN00179000036DZ;culling - shooting;2017-03-23;BFN00179000006WR;Europe;BE;"Bloso - Hofstade ";186187.78;159856.86;Belgian Lambert 72;Belgian Datum 1972;50.98584;4.50913;WGS84;internal map
