taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey
5229390	Phalaropus fulicarius (Linnaeus, 1758)	5229390	Phalaropus fulicarius (Linnaeus, 1758)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus fulicarius	5229390
2480327	Pluvialis squatarola Linnaeus, 1758	2480327	Pluvialis squatarola Linnaeus, 1758	429	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Pluvialis	2480326	Pluvialis squatarola	2480327
2480850	Ixobrychus minutus (Linnaeus, 1766)	2480850	Ixobrychus minutus (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ixobrychus	2480843	Ixobrychus minutus	2480850
5229126	Himantopus himantopus (Linnaeus, 1758)	5229126	Himantopus himantopus (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Recurvirostridae	4287244	Himantopus	2480217	Himantopus himantopus	5229126
2480352	Pelecanus rufescens Gmelin, 1789	2480352	Pelecanus rufescens Gmelin, 1789	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	2480348	Pelecanus rufescens	2480352
2498252	Alopochen aegyptiaca (Linnaeus, 1766)	2498252	Alopochen aegyptiaca (Linnaeus, 1766)	15958	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Alopochen	2498251	Alopochen aegyptiaca	2498252
7788295	Haematopus ostralegus Linnaeus, 1758	7788295	Haematopus ostralegus Linnaeus, 1758	7121	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Haematopodidae	4287243	Haematopus	2480260	Haematopus ostralegus	7788295
2481139	Larus argentatus Pontoppidan, 1763	2481139	Larus argentatus Pontoppidan, 1763	13606	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus argentatus	2481139
2498343	Cygnus olor (Gmelin, 1789)	2498343	Cygnus olor (Gmelin, 1789)	13963	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	2498334	Cygnus olor	2498343
2474950	Grus grus (Linnaeus, 1758)	2474950	Grus grus (Linnaeus, 1758)	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Gruidae	9313	Grus	2474940	Grus grus	2474950
9450106	Anas poecilorhyncha J.R.Forster, 1781	9450106	Anas poecilorhyncha J.R.Forster, 1781	35	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas poecilorhyncha	9450106
9566659	Charadrius hiaticula Linnaeus, 1758	9566659	Charadrius hiaticula Linnaeus, 1758	359	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius hiaticula	9566659
2481725	Tringa erythropus (Pallas, 1764)	2481725	Tringa erythropus (Pallas, 1764)	463	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa erythropus	2481725
2498110	Anas sibilatrix Poeppig, 1829	2498110	Anas sibilatrix Poeppig, 1829	50	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas sibilatrix	2498110
7937336	Charadrius dubius Scopoli, 1786	7937336	Charadrius dubius Scopoli, 1786	123	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius dubius	7937336
2480830	Bubulcus ibis (Linnaeus, 1758)	2480830	Bubulcus ibis (Linnaeus, 1758)	79	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Bubulcus	2480829	Bubulcus ibis	2480830
2481172	Larus marinus Linnaeus, 1758	2481172	Larus marinus Linnaeus, 1758	2114	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus marinus	2481172
2498056	Anas Linnaeus, 1758	2498056	Anas Linnaeus, 1758	4	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056		
9454939	Rissa tridactyla Linnaeus, 1758	9454939	Rissa tridactyla Linnaeus, 1758	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Rissa	2481203	Rissa tridactyla	9454939
2498151	Anas strepera Linnaeus, 1758	2498151	Anas strepera Linnaeus, 1758	31579	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas strepera	2498151
2481137	Larus ridibundus Linnaeus, 1766	2481137	Larus ridibundus Linnaeus, 1766	28351	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus ridibundus	2481137
2481744	Calidris melanotos (Vieillot, 1819)	2481744	Calidris melanotos (Vieillot, 1819)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris melanotos	2481744
2481121	Chlidonias hybrida (Pallas, 1811)	2481121	Chlidonias hybrida (Pallas, 1811)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chlidonias	2481118	Chlidonias hybrida	2481121
2498180	Netta rufina (Pallas, 1773)	2498180	Netta rufina (Pallas, 1773)	535	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Netta	2498176	Netta rufina	2498180
2481621	Stercorarius parasiticus (Linnaeus, 1758)	2481621	Stercorarius parasiticus (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius parasiticus	2481621
2481912	Ciconia ciconia (Linnaeus, 1758)	2481912	Ciconia ciconia (Linnaeus, 1758)	446	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Ciconiiformes	839	Ciconiidae	9289	Ciconia	2481908	Ciconia ciconia	2481912
2498261	Aythya fuligula (Linnaeus, 1758)	2498261	Aythya fuligula (Linnaeus, 1758)	30565	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya fuligula	2498261
5232446	Branta bernicla (Linnaeus, 1758)	5232446	Branta bernicla (Linnaeus, 1758)	234	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta bernicla	5232446
2481312	Cepphus grylle (Linnaeus, 1758)	2481312	Cepphus grylle (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Cepphus	3241982	Cepphus grylle	2481312
2481156	Larus glaucoides B.Meyer, 1822	2481156	Larus glaucoides B.Meyer, 1822	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus glaucoides	2481156
2498326	Bucephala clangula (Linnaeus, 1758)	2498326	Bucephala clangula (Linnaeus, 1758)	3725	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Bucephala	2498324	Bucephala clangula	2498326
2498035	Anser indicus (Latham, 1790)	2498035	Anser indicus (Latham, 1790)	1225	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser indicus	2498035
2498247	Melanitta nigra (Linnaeus, 1758)	2498247	Melanitta nigra (Linnaeus, 1758)	187	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta nigra	2498247
2498388	Aix galericulata (Linnaeus, 1758)	2498388	Aix galericulata (Linnaeus, 1758)	1539	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aix	2498386	Aix galericulata	2498388
9537647	Mergus merganser Linnaeus, 1758	9537647	Mergus merganser Linnaeus, 1758	2510	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mergus	2498368	Mergus merganser	9537647
2498094	Anas capensis Gmelin, 1789	2498094	Anas capensis Gmelin, 1789	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas capensis	2498094
2480934	Ardea purpurea Linnaeus, 1766	2480934	Ardea purpurea Linnaeus, 1766	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea purpurea	2480934
2498347	Cygnus cygnus (Linnaeus, 1758)	2498347	Cygnus cygnus (Linnaeus, 1758)	213	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	2498334	Cygnus cygnus	2498347
2498096	Anas falcata Georgi, 1775	2498096	Anas falcata Georgi, 1775	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas falcata	2498096
7982160	Larus canus Linnaeus, 1758	7982160	Larus canus Linnaeus, 1758	12837	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus canus	7982160
2481104	Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)	2481104	Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Phoenicopteriformes	7191426	Phoenicopteridae	5269	Phoeniconaias	2481100	Phoeniconaias minor	2481104
2481819	Gallinago gallinago (Linnaeus, 1758)	2481819	Gallinago gallinago (Linnaeus, 1758)	4672	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Gallinago	2481808	Gallinago gallinago	2481819
9797180	Ardea cinerea Linnaeus, 1758	9797180	Ardea cinerea Linnaeus, 1758	37315	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Ardea	2480922	Ardea cinerea	9797180
2498402	Dendrocygna bicolor (Vieillot, 1816)	2498402	Dendrocygna bicolor (Vieillot, 1816)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Dendrocygna	2498392	Dendrocygna bicolor	2498402
9626137	Cygnus columbianus Ord, 1815	9626137	Cygnus columbianus Ord, 1815	614	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	2498334	Cygnus columbianus	9626137
2498026	Anser erythropus (Linnaeus, 1758)	2498026	Anser erythropus (Linnaeus, 1758)	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser erythropus	2498026
2498259	Aythya nyroca (Güldenstädt, 1770)	2498259	Aythya nyroca (Güldenstädt, 1770)	305	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya nyroca	2498259
9614738	Porzana porzana Linnaeus, 1758	9614738	Porzana porzana Linnaeus, 1758	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porzana	2474604	Porzana porzana	9614738
2480773	Plegadis falcinellus (Linnaeus, 1766)	2480773	Plegadis falcinellus (Linnaeus, 1766)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Plegadis	8171676	Plegadis falcinellus	2480773
2498009	Tadorna tadorna (Linnaeus, 1758)	2498009	Tadorna tadorna (Linnaeus, 1758)	25484	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Tadorna	7485221	Tadorna tadorna	2498009
2498264	Aythya collaris (Donovan, 1809)	2498264	Aythya collaris (Donovan, 1809)	73	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya collaris	2498264
7191106	Anser fabalis fabalis	7191106	Anser fabalis fabalis	16	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser fabalis	2498027
2481765	Calidris canutus (Linnaeus, 1758)	2481765	Calidris canutus (Linnaeus, 1758)	101	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris canutus	2481765
2498256	Aythya valisineria (A.Wilson, 1814)	2498256	Aythya valisineria (A.Wilson, 1814)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya valisineria	2498256
5229205	Eudocimus albus (Linnaeus, 1758)	5229205	Eudocimus albus (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Eudocimus	2480791	Eudocimus albus	5229205
5229215	Sterna albifrons Pallas, 1764	5789279	Sternula albifrons (Pallas, 1764)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sternula	4849628	Sternula albifrons	5789279
2481714	Tringa totanus (Linnaeus, 1758)	2481714	Tringa totanus (Linnaeus, 1758)	2377	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa totanus	2481714
9581438	Anas rubripes Brewster, 1902	9581438	Anas rubripes Brewster, 1902	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas rubripes	9581438
2481713	Tringa glareola Linnaeus, 1758	2481713	Tringa glareola Linnaeus, 1758	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa glareola	2481713
2481181	Larus cachinnans Pallas, 1811	2481181	Larus cachinnans Pallas, 1811	270	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus cachinnans	2481181
2498255	Aythya ferina (Linnaeus, 1758)	2498255	Aythya ferina (Linnaeus, 1758)	19522	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya ferina	2498255
2480350	Pelecanus onocrotalus Linnaeus, 1758	2480350	Pelecanus onocrotalus Linnaeus, 1758	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	2480348	Pelecanus onocrotalus	2480350
6177940	Limosa limosa islandica C.L.Brehm, 1831	6177940	Limosa limosa islandica C.L.Brehm, 1831	5	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limosa	2481679	Limosa limosa	2481685
2481609	Stercorarius pomarinus (Temminck, 1815)	2481609	Stercorarius pomarinus (Temminck, 1815)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius pomarinus	2481609
2498257	Aythya affinis (Eyton, 1838)	2498257	Aythya affinis (Eyton, 1838)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya affinis	2498257
2481143	Larus minutus Pallas, 1776	2481143	Larus minutus Pallas, 1776	31	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus minutus	2481143
5232447	Branta bernicla hrota (O.F.Müller, 1776)	5232447	Branta bernicla hrota (O.F.Müller, 1776)	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta bernicla	5232446
5232451	Branta ruficollis Pallas, 1769	5232451	Branta ruficollis Pallas, 1769	62	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Branta	2498190	Branta ruficollis	5232451
2481726	Tringa nebularia (Gunnerus, 1767)	2481726	Tringa nebularia (Gunnerus, 1767)	211	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Tringa	2481709	Tringa nebularia	2481726
2474377	Fulica atra Linnaeus, 1758	2474377	Fulica atra Linnaeus, 1758	58220	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Fulica	2474376	Fulica atra	2474377
2481119	Chlidonias niger (Linnaeus, 1758)	2481119	Chlidonias niger (Linnaeus, 1758)	28	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Chlidonias	2481118	Chlidonias niger	2481119
9751099	Cairina moschata (Linnaeus, 1758)	9751099	Cairina moschata (Linnaeus, 1758)	900	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cairina	2498282	Cairina moschata	9751099
2480259	Recurvirostra avosetta Linnaeus, 1758	2480259	Recurvirostra avosetta Linnaeus, 1758	1728	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Recurvirostridae	4287244	Recurvirostra	2480255	Recurvirostra avosetta	2480259
2482059	Podiceps auritus (Linnaeus, 1758)	2482059	Podiceps auritus (Linnaeus, 1758)	199	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps auritus	2482059
2481776	Arenaria interpres (Linnaeus, 1758)	2481776	Arenaria interpres (Linnaeus, 1758)	427	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Arenaria	2481774	Arenaria interpres	2481776
5228199	Gallinula chloropus (Linnaeus, 1758)	5228199	Gallinula chloropus (Linnaeus, 1758)	41328	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Gallinula	7918617	Gallinula chloropus	5228199
2481618	Stercorarius skua (Brunnich, 1764)	2481618	Stercorarius skua (Brunnich, 1764)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius skua	2481618
2498163	Anser canagicus (Sevastianov, 1802)	2498162	Chen canagica (Sevastianov, 1802)	24	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Chen	2498159	Chen canagica	2498162
2480801	Platalea leucorodia Linnaeus, 1758	2480801	Platalea leucorodia Linnaeus, 1758	274	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Platalea	2480798	Platalea leucorodia	2480801
2498083	Anas querquedula Linnaeus, 1758	2498083	Anas querquedula Linnaeus, 1758	426	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas querquedula	2498083
2498024	Anser brachyrhynchus Baillon, 1834	2498024	Anser brachyrhynchus Baillon, 1834	392	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser brachyrhynchus	2498024
2482051	Podiceps grisegena (Boddaert, 1783)	2482051	Podiceps grisegena (Boddaert, 1783)	373	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Podicipediformes	7191588	Podicipedidae	9338	Podiceps	2482049	Podiceps grisegena	2482051
2481194	Larus melanocephalus Temminck, 1820	8151548	Ichthyaetus melanocephalus (Temminck, 1820)	635	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Ichthyaetus	7237184	Ichthyaetus melanocephalus	8151548
5229138	Vanellus gregarius (Pallas, 1771)	5229138	Vanellus gregarius (Pallas, 1771)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Vanellus	3242344	Vanellus gregarius	5229138
2498161	Anser rossii Cassin, 1861	2498160	Chen rossii (Cassin, 1861)	34	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Chen	2498159	Chen rossii	2498160
9367409	Sterna hirundo Linnaeus, 1758	9367409	Sterna hirundo Linnaeus, 1758	830	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna hirundo	9367409
2498089	Anas clypeata Linnaeus, 1758	2498089	Anas clypeata Linnaeus, 1758	15524	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas clypeata	2498089
6178319	Anser fabalis rossicus Buturlin, 1933	6178319	Anser fabalis rossicus Buturlin, 1933	738	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anser	2498016	Anser fabalis	2498027
2498065	Anas flavirostris Vieillot, 1816	2498065	Anas flavirostris Vieillot, 1816	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas flavirostris	2498065
2480242	Vanellus vanellus (Linnaeus, 1758)	2480242	Vanellus vanellus (Linnaeus, 1758)	16941	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Vanellus	3242344	Vanellus vanellus	2480242
2498114	Anas versicolor Vieillot, 1816	2498114	Anas versicolor Vieillot, 1816	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas versicolor	2498114
2498368	Mergus Linnaeus, 1758	2498368	Mergus Linnaeus, 1758	5	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mergus	2498368		
2498238	Melanitta fusca Linnaeus, 1758	2498238	Melanitta fusca Linnaeus, 1758	96	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Melanitta	2498237	Melanitta fusca	2498238
